student_id,enrollment_year,gender,semester,academic_year,semester_in_year,semester_year,major,credits_attempted,credits_earned,gpa,cumulative_credits,cumulative_gpa,library_visits,semester_training_points,cumulative_training_points,status
2005_0194,2005,Female,2,1,Spring,2005,SE,9,9,2.44,20,2.539,8,47,80,active
2005_0194,2005,Female,3,2,Fall,2006,SE,13,13,3.18,33,2.792,31,60,140,active
2005_0194,2005,Female,4,2,Spring,2006,SE,14,14,2.95,47,2.839,36,45,185,active
2005_0194,2005,Female,5,3,Fall,2007,SE,15,15,3.62,62,3.028,33,75,260,active
2005_0194,2005,Female,6,3,Spring,2007,SE,17,17,3.56,79,3.142,29,75,335,active
2005_0194,2005,Female,7,4,Fall,2008,SE,19,19,3.91,98,3.291,56,75,410,active
2005_0194,2005,Female,8,4,Spring,2008,SE,17,17,3.66,115,3.346,38,75,485,active
2005_0195,2005,Female,1,1,Fall,2005,SE,10,10,2.79,10,2.79,14,50,50,active
2005_0195,2005,Female,2,1,Spring,2005,SE,10,10,3.18,20,2.985,15,44,94,active
2005_0195,2005,Female,3,2,Fall,2006,SE,14,14,3.16,34,3.057,15,56,150,active
2005_0195,2005,Female,4,2,Spring,2006,SE,15,15,3.39,49,3.159,17,50,200,active
2005_0195,2005,Female,5,3,Fall,2007,SE,16,16,3.11,65,3.147,29,47,247,active
2005_0195,2005,Female,6,3,Spring,2007,SE,18,18,3.28,83,3.176,30,63,310,active
2005_0195,2005,Female,7,4,Fall,2008,SE,19,19,3.79,102,3.29,21,75,385,active
2005_0195,2005,Female,8,4,Spring,2008,SE,21,21,3.91,123,3.396,29,76,461,active
2005_0196,2005,Male,1,1,Fall,2005,SE,16,16,3.04,16,3.04,15,43,43,active
2005_0196,2005,Male,2,1,Spring,2005,SE,15,15,2.7,31,2.875,13,32,75,active
2005_0196,2005,Male,3,2,Fall,2006,SE,14,13,2.32,44,2.711,10,35,110,active
2005_0196,2005,Male,4,2,Spring,2006,SE,19,18,2.44,62,2.633,13,33,143,active
2005_0196,2005,Male,5,3,Fall,2007,SE,17,16,2.5,78,2.605,18,42,185,active
2005_0196,2005,Male,6,3,Spring,2007,SE,15,15,2.4,93,2.572,17,36,221,active
2005_0196,2005,Male,7,4,Fall,2008,SE,15,15,2.94,108,2.623,18,37,258,active
2005_0196,2005,Male,8,4,Spring,2008,SE,17,16,2.66,124,2.628,13,48,306,active
2005_0197,2005,Male,1,1,Fall,2005,SE,13,13,2.64,13,2.64,10,38,38,active
2005_0197,2005,Male,2,1,Spring,2005,SE,17,17,2.45,30,2.532,8,25,63,active
2005_0197,2005,Male,3,2,Fall,2006,SE,17,17,2.09,47,2.372,12,32,95,active
2005_0197,2005,Male,4,2,Spring,2006,SE,19,18,2.13,65,2.305,14,33,128,active
2005_0197,2005,Male,5,3,Fall,2007,SE,12,12,1.96,77,2.251,8,25,153,active
2005_0197,2005,Male,6,3,Spring,2007,SE,11,8,1.82,85,2.211,7,29,182,active
2005_0197,2005,Male,7,4,Fall,2008,SE,12,12,2.2,97,2.209,10,38,220,active
2005_0197,2005,Male,8,4,Spring,2008,SE,17,17,2.12,114,2.196,14,37,257,active
2005_0198,2005,Male,1,1,Fall,2005,SE,7,7,1.95,7,1.95,10,27,27,active
2005_0198,2005,Male,2,1,Spring,2005,SE,12,12,1.76,19,1.83,6,28,55,active
2005_0198,2005,Male,3,2,Fall,2006,SE,11,11,2.12,30,1.936,7,25,80,active
2005_0198,2005,Male,4,2,Spring,2006,SE,12,12,1.87,42,1.917,9,23,103,active
2005_0198,2005,Male,5,3,Fall,2007,SE,8,8,2.36,50,1.988,6,27,130,active
2005_0198,2005,Male,6,3,Spring,2007,SE,13,13,2.23,63,2.038,11,31,161,dropped_out
2005_0198,2005,Male,7,4,Fall,2008,SE,0,0,0.0,63,2.038,0,0,161,dropped_out
2005_0198,2005,Male,8,4,Spring,2008,SE,0,0,0.0,63,2.038,0,0,161,dropped_out
2005_0199,2005,Female,1,1,Fall,2005,SE,19,19,2.86,19,2.86,26,46,46,active
2005_0199,2005,Female,2,1,Spring,2005,SE,19,19,2.98,38,2.92,24,45,91,active
2005_0199,2005,Female,3,2,Fall,2006,SE,16,16,3.48,54,3.086,30,46,137,active
2005_0199,2005,Female,4,2,Spring,2006,SE,18,18,3.26,72,3.129,36,42,179,active
2005_0199,2005,Female,5,3,Fall,2007,SE,15,15,3.34,87,3.166,29,41,220,active
2005_0199,2005,Female,6,3,Spring,2007,SE,12,12,3.17,99,3.166,11,40,260,active
2005_0199,2005,Female,7,4,Fall,2008,SE,11,10,2.42,109,3.098,9,31,291,active
2005_0199,2005,Female,8,4,Spring,2008,SE,9,9,2.62,118,3.061,16,31,322,active
2005_0200,2005,Female,1,1,Fall,2005,SE,7,7,2.23,7,2.23,10,47,47,active
2005_0200,2005,Female,2,1,Spring,2005,SE,11,11,2.15,18,2.181,10,47,94,active
2005_0200,2005,Female,3,2,Fall,2006,SE,14,14,2.93,32,2.509,30,52,146,active
2005_0200,2005,Female,4,2,Spring,2006,SE,14,14,2.81,46,2.6,15,53,199,active
2005_0200,2005,Female,5,3,Fall,2007,SE,15,15,3.38,61,2.792,15,51,250,active
2005_0200,2005,Female,6,3,Spring,2007,SE,18,18,3.48,79,2.949,36,63,313,active
2005_0200,2005,Female,7,4,Fall,2008,SE,14,14,2.88,93,2.938,21,49,362,active
2005_0200,2005,Female,8,4,Spring,2008,SE,17,17,3.34,110,3.001,26,70,432,active
2005_0201,2005,Female,1,1,Fall,2005,SE,14,14,3.57,14,3.57,15,75,75,active
2005_0201,2005,Female,2,1,Spring,2005,SE,17,17,3.77,31,3.68,35,75,150,active
2005_0201,2005,Female,3,2,Fall,2006,SE,16,16,3.3,47,3.55,11,46,196,active
2005_0201,2005,Female,4,2,Spring,2006,SE,17,9,3.01,56,3.464,15,36,232,active
2005_0201,2005,Female,5,3,Fall,2007,SE,13,13,3.38,69,3.448,30,48,280,active
2005_0201,2005,Female,6,3,Spring,2007,SE,16,16,3.27,85,3.414,12,46,326,active
2005_0201,2005,Female,7,4,Fall,2008,SE,18,17,3.48,102,3.425,31,39,365,active
2005_0201,2005,Female,8,4,Spring,2008,SE,14,14,3.28,116,3.408,19,41,406,active
2005_0202,2005,Male,1,1,Fall,2005,SE,14,13,3.41,13,3.41,8,36,36,active
2005_0202,2005,Male,2,1,Spring,2005,SE,14,14,3.67,27,3.545,17,75,111,active
2005_0202,2005,Male,3,2,Fall,2006,SE,15,13,2.75,40,3.286,29,36,147,active
2005_0202,2005,Male,4,2,Spring,2006,SE,13,13,2.99,53,3.214,17,38,185,active
2005_0202,2005,Male,5,3,Fall,2007,SE,13,13,3.14,66,3.199,12,39,224,active
2005_0202,2005,Male,6,3,Spring,2007,SE,19,13,2.6,79,3.101,20,34,258,active
2005_0202,2005,Male,7,4,Fall,2008,SE,19,18,3.65,97,3.203,21,75,333,active
2005_0202,2005,Male,8,4,Spring,2008,SE,14,14,3.59,111,3.251,36,75,408,active
2005_0203,2005,Male,1,1,Fall,2005,SE,18,17,2.86,17,2.86,7,28,28,active
2005_0203,2005,Male,2,1,Spring,2005,SE,16,14,2.62,31,2.752,4,28,56,active
2005_0203,2005,Male,3,2,Fall,2006,SE,12,12,3.18,43,2.871,9,36,92,active
2005_0203,2005,Male,4,2,Spring,2006,SE,8,8,2.92,51,2.879,10,38,130,active
2005_0203,2005,Male,5,3,Fall,2007,SE,13,13,2.61,64,2.824,5,33,163,active
2005_0203,2005,Male,6,3,Spring,2007,SE,9,9,2.62,73,2.799,8,36,199,active
2005_0203,2005,Male,7,4,Fall,2008,SE,17,17,2.95,90,2.828,4,33,232,active
2005_0203,2005,Male,8,4,Spring,2008,SE,6,6,2.97,96,2.836,7,32,264,active
2005_0204,2005,Male,1,1,Fall,2005,SE,11,11,2.98,11,2.98,16,37,37,active
2005_0204,2005,Male,2,1,Spring,2005,SE,17,17,3.25,28,3.144,27,39,76,active
2005_0204,2005,Male,3,2,Fall,2006,SE,13,12,2.73,40,3.02,15,36,112,active
2005_0204,2005,Male,4,2,Spring,2006,SE,17,17,2.73,57,2.933,28,49,161,active
2005_0204,2005,Male,5,3,Fall,2007,SE,14,13,2.67,70,2.884,17,41,202,active
2005_0204,2005,Male,6,3,Spring,2007,SE,17,17,2.75,87,2.858,15,39,241,active
2005_0204,2005,Male,7,4,Fall,2008,SE,15,14,2.75,101,2.843,12,30,271,active
2005_0204,2005,Male,8,4,Spring,2008,SE,12,12,2.83,113,2.842,17,33,304,active
2005_0205,2005,Female,1,1,Fall,2005,SE,13,8,3.0,8,3.0,15,26,26,active
2005_0205,2005,Female,2,1,Spring,2005,SE,9,7,3.95,15,3.443,21,75,101,active
2005_0205,2005,Female,3,2,Fall,2006,SE,17,17,4.0,32,3.739,31,75,176,active
2005_0205,2005,Female,4,2,Spring,2006,SE,15,14,3.67,46,3.718,35,75,251,active
2005_0205,2005,Female,5,3,Fall,2007,SE,8,6,3.99,52,3.749,4,75,326,active
2005_0205,2005,Female,6,3,Spring,2007,SE,21,14,3.43,66,3.682,28,46,372,active
2005_0205,2005,Female,7,4,Fall,2008,SE,10,10,3.77,76,3.693,19,75,447,active
2005_0205,2005,Female,8,4,Spring,2008,SE,17,17,3.42,93,3.643,27,54,501,active
2005_0206,2005,Male,1,1,Fall,2005,SE,22,19,3.11,19,3.11,30,54,54,active
2005_0206,2005,Male,2,1,Spring,2005,SE,21,21,3.45,40,3.288,44,42,96,active
2005_0206,2005,Male,3,2,Fall,2006,SE,24,24,3.57,64,3.394,35,75,171,active
2005_0206,2005,Male,4,2,Spring,2006,SE,23,23,3.68,87,3.47,47,75,246,active
2005_0206,2005,Male,5,3,Fall,2007,SE,21,20,3.67,107,3.507,29,75,321,active
2005_0206,2005,Male,6,3,Spring,2007,SE,18,18,3.82,125,3.552,35,85,406,active
2005_0206,2005,Male,7,4,Fall,2008,SE,21,21,3.61,146,3.56,49,75,481,active
2005_0206,2005,Male,8,4,Spring,2008,SE,23,23,3.66,169,3.574,30,75,556,active
2005_0207,2005,Male,1,1,Fall,2005,SE,7,5,1.17,5,1.17,6,36,36,active
2005_0207,2005,Male,2,1,Spring,2005,SE,10,10,1.89,15,1.65,11,31,67,active
2005_0207,2005,Male,3,2,Fall,2006,SE,12,12,2.11,27,1.854,4,34,101,dropped_out
2005_0207,2005,Male,4,2,Spring,2006,SE,0,0,0.0,27,1.854,0,0,101,dropped_out
2005_0207,2005,Male,5,3,Fall,2007,SE,0,0,0.0,27,1.854,0,0,101,dropped_out
2005_0207,2005,Male,6,3,Spring,2007,SE,0,0,0.0,27,1.854,0,0,101,dropped_out
2005_0207,2005,Male,7,4,Fall,2008,SE,0,0,0.0,27,1.854,0,0,101,dropped_out
2005_0207,2005,Male,8,4,Spring,2008,SE,0,0,0.0,27,1.854,0,0,101,dropped_out
2005_0208,2005,Male,1,1,Fall,2005,SE,9,9,1.53,9,1.53,6,38,38,active
2005_0208,2005,Male,2,1,Spring,2005,SE,11,5,0.73,14,1.244,14,31,69,active
2005_0208,2005,Male,3,2,Fall,2006,SE,11,5,1.58,19,1.333,11,36,105,active
2005_0208,2005,Male,4,2,Spring,2006,SE,15,14,2.34,33,1.76,7,34,139,active
2005_0208,2005,Male,5,3,Fall,2007,SE,17,17,2.19,50,1.906,5,46,185,active
2005_0208,2005,Male,6,3,Spring,2007,SE,19,19,2.42,69,2.048,9,35,220,active
2005_0208,2005,Male,7,4,Fall,2008,SE,20,19,3.02,88,2.258,26,44,264,active
2005_0208,2005,Male,8,4,Spring,2008,SE,23,22,3.15,110,2.436,24,54,318,active
2005_0209,2005,Male,1,1,Fall,2005,SE,17,16,2.65,16,2.65,24,39,39,dropped_out
2005_0209,2005,Male,2,1,Spring,2005,SE,0,0,0.0,16,2.65,0,0,39,dropped_out
2005_0209,2005,Male,3,2,Fall,2006,SE,0,0,0.0,16,2.65,0,0,39,dropped_out
2005_0209,2005,Male,4,2,Spring,2006,SE,0,0,0.0,16,2.65,0,0,39,dropped_out
2005_0209,2005,Male,5,3,Fall,2007,SE,0,0,0.0,16,2.65,0,0,39,dropped_out
2005_0209,2005,Male,6,3,Spring,2007,SE,0,0,0.0,16,2.65,0,0,39,dropped_out
2005_0209,2005,Male,7,4,Fall,2008,SE,0,0,0.0,16,2.65,0,0,39,dropped_out
2005_0209,2005,Male,8,4,Spring,2008,SE,0,0,0.0,16,2.65,0,0,39,dropped_out
2005_0210,2005,Female,1,1,Fall,2005,SE,16,16,3.06,16,3.06,20,44,44,active
2005_0210,2005,Female,2,1,Spring,2005,SE,12,12,3.07,28,3.064,18,51,95,active
2005_0210,2005,Female,3,2,Fall,2006,SE,15,15,3.0,43,3.042,13,42,137,active
2005_0210,2005,Female,4,2,Spring,2006,SE,17,17,3.11,60,3.061,23,37,174,active
2005_0210,2005,Female,5,3,Fall,2007,SE,16,16,3.41,76,3.135,24,41,215,active
2005_0210,2005,Female,6,3,Spring,2007,SE,15,13,3.15,89,3.137,22,49,264,active
2005_0210,2005,Female,7,4,Fall,2008,SE,17,17,3.23,106,3.152,17,44,308,active
2005_0210,2005,Female,8,4,Spring,2008,SE,15,15,3.54,121,3.2,16,75,383,active
2005_0211,2005,Male,1,1,Fall,2005,SE,12,12,2.54,12,2.54,14,45,45,active
2005_0211,2005,Male,2,1,Spring,2005,SE,17,14,2.35,26,2.438,20,39,84,active
2005_0211,2005,Male,3,2,Fall,2006,SE,18,17,3.01,43,2.664,23,43,127,active
2005_0211,2005,Male,4,2,Spring,2006,SE,17,16,2.76,59,2.69,9,41,168,active
2005_0211,2005,Male,5,3,Fall,2007,SE,15,15,2.69,74,2.69,19,39,207,active
2005_0211,2005,Male,6,3,Spring,2007,SE,17,17,2.6,91,2.673,10,38,245,active
2005_0211,2005,Male,7,4,Fall,2008,SE,14,13,2.75,104,2.683,17,44,289,active
2005_0211,2005,Male,8,4,Spring,2008,SE,18,18,2.78,122,2.697,19,40,329,active
2005_0212,2005,Female,1,1,Fall,2005,SE,15,15,3.33,15,3.33,3,32,32,active
2005_0212,2005,Female,2,1,Spring,2005,SE,14,14,3.32,29,3.325,19,43,75,active
2005_0212,2005,Female,3,2,Fall,2006,SE,14,14,3.24,43,3.297,15,33,108,active
2005_0212,2005,Female,4,2,Spring,2006,SE,8,8,3.54,51,3.335,3,75,183,active
2005_0212,2005,Female,5,3,Fall,2007,SE,13,13,3.28,64,3.324,2,34,217,active
2005_0212,2005,Female,6,3,Spring,2007,SE,15,15,3.23,79,3.306,5,40,257,active
2005_0212,2005,Female,7,4,Fall,2008,SE,9,9,3.0,88,3.275,2,33,290,active
2005_0212,2005,Female,8,4,Spring,2008,SE,16,16,3.12,104,3.251,9,32,322,active
2005_0213,2005,Female,1,1,Fall,2005,SE,13,13,3.68,13,3.68,4,75,75,active
2005_0213,2005,Female,2,1,Spring,2005,SE,18,17,3.46,30,3.555,8,30,105,active
2005_0213,2005,Female,3,2,Fall,2006,SE,6,6,3.36,36,3.523,11,32,137,active
2005_0213,2005,Female,4,2,Spring,2006,SE,12,12,3.41,48,3.495,6,38,175,active
2005_0213,2005,Female,5,3,Fall,2007,SE,9,9,3.39,57,3.478,12,34,209,active
2005_0213,2005,Female,6,3,Spring,2007,SE,6,6,3.16,63,3.448,4,30,239,active
2005_0213,2005,Female,7,4,Fall,2008,SE,6,6,3.42,69,3.445,8,41,280,active
2005_0213,2005,Female,8,4,Spring,2008,SE,8,8,3.25,77,3.425,9,33,313,active
2005_0214,2005,Female,1,1,Fall,2005,SE,17,17,4.0,17,4.0,45,85,85,active
2005_0214,2005,Female,2,1,Spring,2005,SE,20,20,3.8,37,3.892,60,85,170,active
2005_0214,2005,Female,3,2,Fall,2006,SE,22,22,3.78,59,3.85,30,85,255,active
2005_0214,2005,Female,4,2,Spring,2006,SE,20,20,3.73,79,3.82,50,85,340,active
2005_0214,2005,Female,5,3,Fall,2007,SE,22,22,3.36,101,3.72,42,50,390,active
2005_0214,2005,Female,6,3,Spring,2007,SE,20,20,3.51,121,3.685,26,75,465,active
2005_0214,2005,Female,7,4,Fall,2008,SE,17,15,3.82,136,3.7,43,85,550,active
2005_0214,2005,Female,8,4,Spring,2008,SE,21,21,3.82,157,3.716,43,85,635,active
2005_0215,2005,Female,1,1,Fall,2005,SE,17,16,3.38,16,3.38,12,40,40,active
2005_0215,2005,Female,2,1,Spring,2005,SE,16,13,2.88,29,3.156,27,40,80,active
2005_0215,2005,Female,3,2,Fall,2006,SE,16,16,3.38,45,3.236,26,46,126,active
2005_0215,2005,Female,4,2,Spring,2006,SE,13,13,3.15,58,3.216,27,45,171,active
2005_0215,2005,Female,5,3,Fall,2007,SE,13,13,3.24,71,3.221,13,46,217,active
2005_0215,2005,Female,6,3,Spring,2007,SE,13,13,3.02,84,3.19,28,46,263,active
2005_0215,2005,Female,7,4,Fall,2008,SE,13,13,3.33,97,3.208,24,41,304,active
2005_0215,2005,Female,8,4,Spring,2008,SE,18,17,3.14,114,3.198,11,37,341,active
2005_0216,2005,Male,1,1,Fall,2005,SE,12,10,3.23,10,3.23,19,45,45,active
2005_0216,2005,Male,2,1,Spring,2005,SE,18,18,3.73,28,3.551,23,75,120,active
2005_0216,2005,Male,3,2,Fall,2006,SE,12,12,3.26,40,3.464,25,50,170,active
2005_0216,2005,Male,4,2,Spring,2006,SE,15,15,3.08,55,3.359,23,43,213,active
2005_0216,2005,Male,5,3,Fall,2007,SE,14,14,3.43,69,3.374,23,48,261,active
2005_0216,2005,Male,6,3,Spring,2007,SE,16,16,3.75,85,3.444,37,75,336,active
2005_0216,2005,Male,7,4,Fall,2008,SE,13,13,3.26,98,3.42,11,46,382,active
2005_0216,2005,Male,8,4,Spring,2008,SE,16,12,3.22,110,3.398,26,40,422,active
2005_0217,2005,Male,1,1,Fall,2005,SE,19,19,3.93,19,3.93,44,85,85,active
2005_0217,2005,Male,2,1,Spring,2005,SE,24,24,4.0,43,3.969,56,85,170,active
2005_0217,2005,Male,3,2,Fall,2006,SE,20,20,3.81,63,3.919,33,85,255,active
2005_0217,2005,Male,4,2,Spring,2006,SE,20,20,3.79,83,3.888,33,85,340,active
2005_0217,2005,Male,5,3,Fall,2007,SE,18,18,4.0,101,3.908,40,85,425,active
2005_0217,2005,Male,6,3,Spring,2007,SE,18,17,3.64,118,3.869,55,75,500,active
2005_0217,2005,Male,7,4,Fall,2008,SE,15,15,3.65,133,3.844,38,75,575,graduated
2005_0217,2005,Male,8,4,Spring,2008,SE,0,0,0.0,133,3.844,0,0,575,graduated
2005_0218,2005,Male,1,1,Fall,2005,SE,17,16,2.28,16,2.28,11,44,44,active
2005_0218,2005,Male,2,1,Spring,2005,SE,18,18,2.42,34,2.354,22,37,81,active
2005_0218,2005,Male,3,2,Fall,2006,SE,18,18,3.18,52,2.64,13,39,120,active
2005_0218,2005,Male,4,2,Spring,2006,SE,13,13,2.8,65,2.672,25,32,152,active
2005_0218,2005,Male,5,3,Fall,2007,SE,14,14,2.89,79,2.711,16,42,194,active
2005_0218,2005,Male,6,3,Spring,2007,SE,16,15,2.55,94,2.685,11,40,234,active
2005_0218,2005,Male,7,4,Fall,2008,SE,16,16,3.06,110,2.74,14,40,274,active
2005_0218,2005,Male,8,4,Spring,2008,SE,16,16,3.31,126,2.812,11,43,317,active
2005_0219,2005,Male,1,1,Fall,2005,SE,14,14,3.34,14,3.34,25,50,50,active
2005_0219,2005,Male,2,1,Spring,2005,SE,14,14,3.08,28,3.21,10,42,92,active
2005_0219,2005,Male,3,2,Fall,2006,SE,16,16,3.01,44,3.137,13,48,140,active
2005_0219,2005,Male,4,2,Spring,2006,SE,14,14,3.05,58,3.116,14,40,180,active
2005_0219,2005,Male,5,3,Fall,2007,SE,17,17,3.11,75,3.115,15,45,225,active
2005_0219,2005,Male,6,3,Spring,2007,SE,15,15,3.1,90,3.112,34,45,270,active
2005_0219,2005,Male,7,4,Fall,2008,SE,13,13,3.44,103,3.154,18,42,312,active
2005_0219,2005,Male,8,4,Spring,2008,SE,16,16,3.62,119,3.216,22,75,387,active
2005_0220,2005,Male,1,1,Fall,2005,SE,16,12,2.59,12,2.59,18,37,37,active
2005_0220,2005,Male,2,1,Spring,2005,SE,15,15,2.88,27,2.751,19,46,83,active
2005_0220,2005,Male,3,2,Fall,2006,SE,19,18,2.91,45,2.815,24,40,123,active
2005_0220,2005,Male,4,2,Spring,2006,SE,14,14,3.28,59,2.925,8,39,162,active
2005_0220,2005,Male,5,3,Fall,2007,SE,15,13,3.08,72,2.953,31,50,212,active
2005_0220,2005,Male,6,3,Spring,2007,SE,15,15,3.48,87,3.044,26,37,249,active
2005_0220,2005,Male,7,4,Fall,2008,SE,18,17,3.2,104,3.069,23,43,292,active
2005_0220,2005,Male,8,4,Spring,2008,SE,18,18,3.03,122,3.064,16,36,328,active
2005_0221,2005,Female,1,1,Fall,2005,SE,16,16,3.46,16,3.46,12,45,45,active
2005_0221,2005,Female,2,1,Spring,2005,SE,16,16,3.15,32,3.305,16,40,85,active
2005_0221,2005,Female,3,2,Fall,2006,SE,14,14,4.0,46,3.517,17,75,160,active
2005_0221,2005,Female,4,2,Spring,2006,SE,12,12,3.79,58,3.573,26,75,235,active
2005_0221,2005,Female,5,3,Fall,2007,SE,17,14,3.43,72,3.545,27,44,279,active
2005_0221,2005,Female,6,3,Spring,2007,SE,16,16,3.61,88,3.557,24,75,354,active
2005_0221,2005,Female,7,4,Fall,2008,SE,16,16,3.58,104,3.561,18,75,429,active
2005_0221,2005,Female,8,4,Spring,2008,SE,15,15,3.83,119,3.595,37,75,504,active
2005_0222,2005,Male,1,1,Fall,2005,SE,12,12,3.06,12,3.06,20,43,43,active
2005_0222,2005,Male,2,1,Spring,2005,SE,17,16,2.88,28,2.957,26,40,83,active
2005_0222,2005,Male,3,2,Fall,2006,SE,18,18,3.36,46,3.115,18,36,119,active
2005_0222,2005,Male,4,2,Spring,2006,SE,17,17,3.49,63,3.216,18,50,169,active
2005_0222,2005,Male,5,3,Fall,2007,SE,15,12,2.9,75,3.165,9,34,203,active
2005_0222,2005,Male,6,3,Spring,2007,SE,14,14,3.25,89,3.179,11,46,249,active
2005_0222,2005,Male,7,4,Fall,2008,SE,16,16,3.44,105,3.219,32,40,289,active
2005_0222,2005,Male,8,4,Spring,2008,SE,15,15,3.69,120,3.278,23,75,364,active
2005_0223,2005,Female,1,1,Fall,2005,SE,9,9,3.64,9,3.64,17,75,75,active
2005_0223,2005,Female,2,1,Spring,2005,SE,9,9,3.44,18,3.54,8,37,112,active
2005_0223,2005,Female,3,2,Fall,2006,SE,12,12,2.97,30,3.312,13,35,147,active
2005_0223,2005,Female,4,2,Spring,2006,SE,10,10,3.15,40,3.272,12,38,185,active
2005_0223,2005,Female,5,3,Fall,2007,SE,13,13,3.58,53,3.347,14,75,260,active
2005_0223,2005,Female,6,3,Spring,2007,SE,11,11,3.81,64,3.427,17,75,335,active
2005_0223,2005,Female,7,4,Fall,2008,SE,11,11,3.22,75,3.396,19,39,374,active
2005_0223,2005,Female,8,4,Spring,2008,SE,8,8,3.33,83,3.39,10,37,411,active
2005_0224,2005,Male,1,1,Fall,2005,SE,16,16,3.2,16,3.2,33,34,34,active
2005_0224,2005,Male,2,1,Spring,2005,SE,18,18,3.32,34,3.264,10,49,83,active
2005_0224,2005,Male,3,2,Fall,2006,SE,13,13,2.91,47,3.166,12,40,123,active
2005_0224,2005,Male,4,2,Spring,2006,SE,17,17,3.06,64,3.138,20,36,159,active
2005_0224,2005,Male,5,3,Fall,2007,SE,16,16,2.95,80,3.1,16,42,201,active
2005_0224,2005,Male,6,3,Spring,2007,SE,17,15,2.94,95,3.075,13,41,242,active
2005_0224,2005,Male,7,4,Fall,2008,SE,14,13,2.99,108,3.065,14,40,282,active
2005_0224,2005,Male,8,4,Spring,2008,SE,14,13,2.78,121,3.034,10,36,318,active
2005_0225,2005,Male,1,1,Fall,2005,SE,24,23,2.84,23,2.84,34,46,46,active
2005_0225,2005,Male,2,1,Spring,2005,SE,19,19,2.97,42,2.899,18,44,90,active
2005_0225,2005,Male,3,2,Fall,2006,SE,24,24,3.12,66,2.979,23,53,143,active
2005_0225,2005,Male,4,2,Spring,2006,SE,16,16,2.99,82,2.981,23,49,192,active
2005_0225,2005,Male,5,3,Fall,2007,SE,23,23,3.51,105,3.097,29,75,267,active
2005_0225,2005,Male,6,3,Spring,2007,SE,19,19,3.27,124,3.124,21,56,323,active
2005_0225,2005,Male,7,4,Fall,2008,SE,24,24,2.57,148,3.034,53,42,365,active
2005_0225,2005,Male,8,4,Spring,2008,SE,22,20,2.98,168,3.027,19,51,416,active
2005_0226,2005,Female,1,1,Fall,2005,SE,13,13,3.78,13,3.78,29,75,75,active
2005_0226,2005,Female,2,1,Spring,2005,SE,15,15,3.55,28,3.657,22,75,150,active
2005_0226,2005,Female,3,2,Fall,2006,SE,14,14,3.4,42,3.571,12,47,197,active
2005_0226,2005,Female,4,2,Spring,2006,SE,15,6,2.52,48,3.44,10,41,238,active
2005_0226,2005,Female,5,3,Fall,2007,SE,14,14,3.59,62,3.474,39,75,313,active
2005_0226,2005,Female,6,3,Spring,2007,SE,15,15,3.71,77,3.52,16,75,388,active
2005_0226,2005,Female,7,4,Fall,2008,SE,15,15,3.15,92,3.459,36,41,429,active
2005_0226,2005,Female,8,4,Spring,2008,SE,16,16,3.23,108,3.425,26,41,470,active
2005_0227,2005,Female,1,1,Fall,2005,SE,21,21,3.95,21,3.95,43,85,85,active
2005_0227,2005,Female,2,1,Spring,2005,SE,21,21,4.0,42,3.975,38,85,170,active
2005_0227,2005,Female,3,2,Fall,2006,SE,19,19,3.76,61,3.908,60,85,255,active
2005_0227,2005,Female,4,2,Spring,2006,SE,20,19,3.99,80,3.927,56,85,340,active
2005_0227,2005,Female,5,3,Fall,2007,SE,19,19,3.73,99,3.89,36,85,425,active
2005_0227,2005,Female,6,3,Spring,2007,SE,13,13,4.0,112,3.902,42,85,510,active
2005_0227,2005,Female,7,4,Fall,2008,SE,11,11,4.0,123,3.911,28,85,595,active
2005_0227,2005,Female,8,4,Spring,2008,SE,12,12,4.0,135,3.919,43,85,680,active
2005_0228,2005,Male,1,1,Fall,2005,SE,14,14,2.3,14,2.3,8,42,42,dropped_out
2005_0228,2005,Male,2,1,Spring,2005,SE,0,0,0.0,14,2.3,0,0,42,dropped_out
2005_0228,2005,Male,3,2,Fall,2006,SE,0,0,0.0,14,2.3,0,0,42,dropped_out
2005_0228,2005,Male,4,2,Spring,2006,SE,0,0,0.0,14,2.3,0,0,42,dropped_out
2005_0228,2005,Male,5,3,Fall,2007,SE,0,0,0.0,14,2.3,0,0,42,dropped_out
2005_0228,2005,Male,6,3,Spring,2007,SE,0,0,0.0,14,2.3,0,0,42,dropped_out
2005_0228,2005,Male,7,4,Fall,2008,SE,0,0,0.0,14,2.3,0,0,42,dropped_out
2005_0228,2005,Male,8,4,Spring,2008,SE,0,0,0.0,14,2.3,0,0,42,dropped_out
2005_0229,2005,Female,1,1,Fall,2005,SE,14,14,3.4,14,3.4,29,37,37,active
2005_0229,2005,Female,2,1,Spring,2005,SE,11,11,3.75,25,3.554,10,75,112,active
2005_0229,2005,Female,3,2,Fall,2006,SE,13,13,3.65,38,3.587,26,75,187,active
2005_0229,2005,Female,4,2,Spring,2006,SE,14,14,3.85,52,3.658,34,75,262,active
2005_0229,2005,Female,5,3,Fall,2007,SE,14,14,3.7,66,3.667,12,75,337,active
2005_0229,2005,Female,6,3,Spring,2007,SE,13,11,3.54,77,3.649,30,75,412,active
2005_0229,2005,Female,7,4,Fall,2008,SE,14,14,3.99,91,3.701,37,75,487,active
2005_0229,2005,Female,8,4,Spring,2008,SE,14,14,3.76,105,3.709,20,75,562,active
